location,date,variant,num_sequences
Malaysia,2021-09-20,B.1.367,0
Malaysia,2021-09-20,B.1.620,0
Malaysia,2021-09-20,Beta,2
Malaysia,2021-09-20,Delta,816
Malaysia,2021-09-20,Epsilon,0
Malaysia,2021-09-20,Eta,0
Malaysia,2021-09-20,Gamma,0
Malaysia,2021-09-20,Iota,0
Malaysia,2021-09-20,Kappa,0
Malaysia,2021-09-20,Lambda,0
Malaysia,2021-09-20,Mu,0
Malaysia,2021-09-20,Omicron,0
Malaysia,2021-09-20,S:677H.Robin1,0
Malaysia,2021-09-20,S:677P.Pelican,0
Malaysia,2021-09-20,others,1
Malaysia,2021-09-20,non_who,1
Malaysia,2021-10-04,Alpha,0
Malaysia,2021-10-04,B.1.1.277,0
Malaysia,2021-10-04,B.1.1.302,0
Malaysia,2021-10-04,B.1.1.519,0
Malaysia,2021-10-04,B.1.160,0
Malaysia,2021-10-04,B.1.177,0
Malaysia,2021-10-04,B.1.221,0
Malaysia,2021-10-04,B.1.258,0
Malaysia,2021-10-04,B.1.367,0
Malaysia,2021-10-04,B.1.620,0
Malaysia,2021-10-04,Beta,1
Malaysia,2021-10-04,Delta,682
Malaysia,2021-10-04,Epsilon,0
Malaysia,2021-10-04,Eta,0
Malaysia,2021-10-04,Gamma,0
Malaysia,2021-10-04,Iota,0
Malaysia,2021-10-04,Kappa,0
Malaysia,2021-10-04,Lambda,0
Malaysia,2021-10-04,Mu,0
Malaysia,2021-10-04,Omicron,0
Malaysia,2021-10-04,S:677H.Robin1,0
Malaysia,2021-10-04,S:677P.Pelican,0
Malaysia,2021-10-04,others,0
Malaysia,2021-10-04,non_who,0
Malaysia,2021-10-18,Alpha,0
Malaysia,2021-10-18,B.1.1.277,0
Malaysia,2021-10-18,B.1.1.302,0
Malaysia,2021-10-18,B.1.1.519,0
Malaysia,2021-10-18,B.1.160,0
Malaysia,2021-10-18,B.1.177,0
Malaysia,2021-10-18,B.1.221,0
Malaysia,2021-10-18,B.1.258,0
Malaysia,2021-10-18,B.1.367,0
Malaysia,2021-10-18,B.1.620,0
Malaysia,2021-10-18,Beta,0
Malaysia,2021-10-18,Delta,458
Malaysia,2021-10-18,Epsilon,0
Malaysia,2021-10-18,Eta,0
Malaysia,2021-10-18,Gamma,0
Malaysia,2021-10-18,Iota,0
Malaysia,2021-10-18,Kappa,0
Malaysia,2021-10-18,Lambda,0
Malaysia,2021-10-18,Mu,0
Malaysia,2021-10-18,Omicron,0
Malaysia,2021-10-18,S:677H.Robin1,0
Malaysia,2021-10-18,S:677P.Pelican,0
Malaysia,2021-10-18,others,0
Malaysia,2021-10-18,non_who,0
Malaysia,2021-11-01,Alpha,0
Malaysia,2021-11-01,B.1.1.277,0
Malaysia,2021-11-01,B.1.1.302,0
Malaysia,2021-11-01,B.1.1.519,0
Malaysia,2021-11-01,B.1.160,0
Malaysia,2021-11-01,B.1.177,0
Malaysia,2021-11-01,B.1.221,0
Malaysia,2021-11-01,B.1.258,0
Malaysia,2021-11-01,B.1.367,0
Malaysia,2021-11-01,B.1.620,0
Malaysia,2021-11-01,Beta,1
Malaysia,2021-11-01,Delta,416
Malaysia,2021-11-01,Epsilon,0
Malaysia,2021-11-01,Eta,0
Malaysia,2021-11-01,Gamma,0
Malaysia,2021-11-01,Iota,0
Malaysia,2021-11-01,Kappa,0
Malaysia,2021-11-01,Lambda,0
Malaysia,2021-11-01,Mu,0
Malaysia,2021-11-01,Omicron,0
Malaysia,2021-11-01,S:677H.Robin1,0
Malaysia,2021-11-01,S:677P.Pelican,0
Malaysia,2021-11-01,others,0
Malaysia,2021-11-01,non_who,0
Malaysia,2021-11-15,Alpha,0
Malaysia,2021-11-15,B.1.1.277,0
Malaysia,2021-11-15,B.1.1.302,0
Malaysia,2021-11-15,B.1.1.519,0
Malaysia,2021-11-15,B.1.160,0
Malaysia,2021-11-15,B.1.177,0
Malaysia,2021-11-15,B.1.221,0
Malaysia,2021-11-15,B.1.258,0
Malaysia,2021-11-15,B.1.367,0
Malaysia,2021-11-15,B.1.620,0
Malaysia,2021-11-15,Beta,1
Malaysia,2021-11-15,Delta,394
Malaysia,2021-11-15,Epsilon,0
Malaysia,2021-11-15,Eta,0
Malaysia,2021-11-15,Gamma,0
Malaysia,2021-11-15,Iota,0
Malaysia,2021-11-15,Kappa,0
Malaysia,2021-11-15,Lambda,0
Malaysia,2021-11-15,Mu,0
Malaysia,2021-11-15,Omicron,0
Malaysia,2021-11-15,S:677H.Robin1,0
Malaysia,2021-11-15,S:677P.Pelican,0
Malaysia,2021-11-15,others,2
Malaysia,2021-11-15,non_who,2
Malaysia,2021-11-29,Alpha,0
Malaysia,2021-11-29,B.1.1.277,0
Malaysia,2021-11-29,B.1.1.302,0
Malaysia,2021-11-29,B.1.1.519,0
Malaysia,2021-11-29,B.1.160,0
Malaysia,2021-11-29,B.1.177,0
Malaysia,2021-11-29,B.1.221,0
Malaysia,2021-11-29,B.1.258,0
Malaysia,2021-11-29,B.1.367,0
Malaysia,2021-11-29,B.1.620,0
Malaysia,2021-11-29,Beta,0
Malaysia,2021-11-29,Delta,300
Malaysia,2021-11-29,Epsilon,0
Malaysia,2021-11-29,Eta,0
Malaysia,2021-11-29,Gamma,0
Malaysia,2021-11-29,Iota,0
Malaysia,2021-11-29,Kappa,0
Malaysia,2021-11-29,Lambda,0
Malaysia,2021-11-29,Mu,0
Malaysia,2021-11-29,Omicron,1
Malaysia,2021-11-29,S:677H.Robin1,0
Malaysia,2021-11-29,S:677P.Pelican,0
Malaysia,2021-11-29,others,0
Malaysia,2021-11-29,non_who,0
Malaysia,2021-12-13,Alpha,0
Malaysia,2021-12-13,B.1.1.277,0
Malaysia,2021-12-13,B.1.1.302,0
Malaysia,2021-12-13,B.1.1.519,0
Malaysia,2021-12-13,B.1.160,0
Malaysia,2021-12-13,B.1.177,0
Malaysia,2021-12-13,B.1.221,0
Malaysia,2021-12-13,B.1.258,0
Malaysia,2021-12-13,B.1.367,0
Malaysia,2021-12-13,B.1.620,0
Malaysia,2021-12-13,Beta,0
Malaysia,2021-12-13,Delta,207
Malaysia,2021-12-13,Epsilon,0
Malaysia,2021-12-13,Eta,0
Malaysia,2021-12-13,Gamma,0
Malaysia,2021-12-13,Iota,0
Malaysia,2021-12-13,Kappa,0
Malaysia,2021-12-13,Lambda,0
Malaysia,2021-12-13,Mu,0
Malaysia,2021-12-13,Omicron,11
Malaysia,2021-12-13,S:677H.Robin1,0
Malaysia,2021-12-13,S:677P.Pelican,0
Malaysia,2021-12-13,others,0
Malaysia,2021-12-13,non_who,0
Malaysia,2021-12-27,Alpha,0
Malaysia,2021-12-27,B.1.1.277,0
Malaysia,2021-12-27,B.1.1.302,0
Malaysia,2021-12-27,B.1.1.519,0
Malaysia,2021-12-27,B.1.160,0
Malaysia,2021-12-27,B.1.177,0
Malaysia,2021-12-27,B.1.221,0
Malaysia,2021-12-27,B.1.258,0
Malaysia,2021-12-27,B.1.367,0
Malaysia,2021-12-27,B.1.620,0
Malaysia,2021-12-27,Beta,0
Malaysia,2021-12-27,Delta,37
Malaysia,2021-12-27,Epsilon,0
Malaysia,2021-12-27,Eta,0
Malaysia,2021-12-27,Gamma,0
Malaysia,2021-12-27,Iota,0
Malaysia,2021-12-27,Kappa,0
Malaysia,2021-12-27,Lambda,0
Malaysia,2021-12-27,Mu,0
Malaysia,2021-12-27,Omicron,5
Malaysia,2021-12-27,S:677H.Robin1,0
Malaysia,2021-12-27,S:677P.Pelican,0
Malaysia,2021-12-27,others,0
Malaysia,2021-12-27,non_who,0
Maldives,2020-05-11,Alpha,0
Maldives,2020-05-11,B.1.1.277,0
Maldives,2020-05-11,B.1.1.302,0
Maldives,2020-05-11,B.1.1.519,0
Maldives,2020-05-11,B.1.160,0
Maldives,2020-05-11,B.1.177,0
Maldives,2020-05-11,B.1.221,0
Maldives,2020-05-11,B.1.258,0
Maldives,2020-05-11,B.1.367,0
Maldives,2020-05-11,B.1.620,0
Maldives,2020-05-11,Beta,0
Maldives,2020-05-11,Delta,0
Maldives,2020-05-11,Epsilon,0
Maldives,2020-05-11,Eta,0
Maldives,2020-05-11,Gamma,0
Maldives,2020-05-11,Iota,0
Maldives,2020-05-11,Kappa,0
Maldives,2020-05-11,Lambda,0
Maldives,2020-05-11,Mu,0
Maldives,2020-05-11,Omicron,0
Maldives,2020-05-11,S:677H.Robin1,0
Maldives,2020-05-11,S:677P.Pelican,0
Maldives,2020-05-11,others,1
Maldives,2020-05-11,non_who,1
Maldives,2020-05-25,Alpha,0
Maldives,2020-05-25,B.1.1.277,0
Maldives,2020-05-25,B.1.1.302,0
Maldives,2020-05-25,B.1.1.519,0
Maldives,2020-05-25,B.1.160,0
Maldives,2020-05-25,B.1.177,0
Maldives,2020-05-25,B.1.221,0
Maldives,2020-05-25,B.1.258,0
Maldives,2020-05-25,B.1.367,0
Maldives,2020-05-25,B.1.620,0
Maldives,2020-05-25,Beta,0
Maldives,2020-05-25,Delta,0
Maldives,2020-05-25,Epsilon,0
Maldives,2020-05-25,Eta,0
Maldives,2020-05-25,Gamma,0
Maldives,2020-05-25,Iota,0
Maldives,2020-05-25,Kappa,0
Maldives,2020-05-25,Lambda,0
Maldives,2020-05-25,Mu,0
Maldives,2020-05-25,Omicron,0
Maldives,2020-05-25,S:677H.Robin1,0
Maldives,2020-05-25,S:677P.Pelican,0
Maldives,2020-05-25,others,1
Maldives,2020-05-25,non_who,1
Maldives,2020-06-08,Alpha,0
Maldives,2020-06-08,B.1.1.277,0
Maldives,2020-06-08,B.1.1.302,0
Maldives,2020-06-08,B.1.1.519,0
Maldives,2020-06-08,B.1.160,0
Maldives,2020-06-08,B.1.177,0
Maldives,2020-06-08,B.1.221,0
Maldives,2020-06-08,B.1.258,0
Maldives,2020-06-08,B.1.367,0
Maldives,2020-06-08,B.1.620,0
Maldives,2020-06-08,Beta,0
Maldives,2020-06-08,Delta,0
Maldives,2020-06-08,Epsilon,0
Maldives,2020-06-08,Eta,0
Maldives,2020-06-08,Gamma,0
Maldives,2020-06-08,Iota,0
Maldives,2020-06-08,Kappa,0
Maldives,2020-06-08,Lambda,0
Maldives,2020-06-08,Mu,0
Maldives,2020-06-08,Omicron,0
Maldives,2020-06-08,S:677H.Robin1,0
Maldives,2020-06-08,S:677P.Pelican,0
Maldives,2020-06-08,others,1
Maldives,2020-06-08,non_who,1
Maldives,2020-06-22,Alpha,0
Maldives,2020-06-22,B.1.1.277,0
Maldives,2020-06-22,B.1.1.302,0
Maldives,2020-06-22,B.1.1.519,0
Maldives,2020-06-22,B.1.160,0
Maldives,2020-06-22,B.1.177,0
Maldives,2020-06-22,B.1.221,0
Maldives,2020-06-22,B.1.258,0
Maldives,2020-06-22,B.1.367,0
Maldives,2020-06-22,B.1.620,0
Maldives,2020-06-22,Beta,0
Maldives,2020-06-22,Delta,0
Maldives,2020-06-22,Epsilon,0
Maldives,2020-06-22,Eta,0
Maldives,2020-06-22,Gamma,0
Maldives,2020-06-22,Iota,0
Maldives,2020-06-22,Kappa,0
Maldives,2020-06-22,Lambda,0
Maldives,2020-06-22,Mu,0
Maldives,2020-06-22,Omicron,0
Maldives,2020-06-22,S:677H.Robin1,0
Maldives,2020-06-22,S:677P.Pelican,0
Maldives,2020-06-22,others,1
Maldives,2020-06-22,non_who,1
Maldives,2020-07-20,Alpha,0
Maldives,2020-07-20,B.1.1.277,0
Maldives,2020-07-20,B.1.1.302,0
Maldives,2020-07-20,B.1.1.519,0
Maldives,2020-07-20,B.1.160,0
Maldives,2020-07-20,B.1.177,0
Maldives,2020-07-20,B.1.221,0
Maldives,2020-07-20,B.1.258,0
Maldives,2020-07-20,B.1.367,0
Maldives,2020-07-20,B.1.620,0
Maldives,2020-07-20,Beta,0
Maldives,2020-07-20,Delta,0
Maldives,2020-07-20,Epsilon,0
Maldives,2020-07-20,Eta,0
Maldives,2020-07-20,Gamma,0
Maldives,2020-07-20,Iota,0
Maldives,2020-07-20,Kappa,0
Maldives,2020-07-20,Lambda,0
Maldives,2020-07-20,Mu,0
Maldives,2020-07-20,Omicron,0
Maldives,2020-07-20,S:677H.Robin1,0
Maldives,2020-07-20,S:677P.Pelican,0
Maldives,2020-07-20,others,2
Maldives,2020-07-20,non_who,2
Maldives,2020-08-03,Alpha,0
Maldives,2020-08-03,B.1.1.277,0
Maldives,2020-08-03,B.1.1.302,0
Maldives,2020-08-03,B.1.1.519,0
Maldives,2020-08-03,B.1.160,0
Maldives,2020-08-03,B.1.177,0
Maldives,2020-08-03,B.1.221,0
Maldives,2020-08-03,B.1.258,0
Maldives,2020-08-03,B.1.367,0
Maldives,2020-08-03,B.1.620,0
Maldives,2020-08-03,Beta,0
Maldives,2020-08-03,Delta,0
Maldives,2020-08-03,Epsilon,0
Maldives,2020-08-03,Eta,0
Maldives,2020-08-03,Gamma,0
Maldives,2020-08-03,Iota,0
Maldives,2020-08-03,Kappa,0
Maldives,2020-08-03,Lambda,0
Maldives,2020-08-03,Mu,0
Maldives,2020-08-03,Omicron,0
Maldives,2020-08-03,S:677H.Robin1,0
Maldives,2020-08-03,S:677P.Pelican,0
Maldives,2020-08-03,others,1
Maldives,2020-08-03,non_who,1
Maldives,2020-08-17,Alpha,0
Maldives,2020-08-17,B.1.1.277,0
Maldives,2020-08-17,B.1.1.302,0
Maldives,2020-08-17,B.1.1.519,0
Maldives,2020-08-17,B.1.160,0
Maldives,2020-08-17,B.1.177,0
Maldives,2020-08-17,B.1.221,0
Maldives,2020-08-17,B.1.258,0
Maldives,2020-08-17,B.1.367,0
Maldives,2020-08-17,B.1.620,0
Maldives,2020-08-17,Beta,0
Maldives,2020-08-17,Delta,0
Maldives,2020-08-17,Epsilon,0
Maldives,2020-08-17,Eta,0
Maldives,2020-08-17,Gamma,0
Maldives,2020-08-17,Iota,0
Maldives,2020-08-17,Kappa,0
Maldives,2020-08-17,Lambda,0
Maldives,2020-08-17,Mu,0
Maldives,2020-08-17,Omicron,0
Maldives,2020-08-17,S:677H.Robin1,0
Maldives,2020-08-17,S:677P.Pelican,0
Maldives,2020-08-17,others,3
Maldives,2020-08-17,non_who,3
Maldives,2020-09-28,Alpha,0
Maldives,2020-09-28,B.1.1.277,0
Maldives,2020-09-28,B.1.1.302,0
Maldives,2020-09-28,B.1.1.519,0
Maldives,2020-09-28,B.1.160,0
Maldives,2020-09-28,B.1.177,0
Maldives,2020-09-28,B.1.221,0
Maldives,2020-09-28,B.1.258,0
Maldives,2020-09-28,B.1.367,0
Maldives,2020-09-28,B.1.620,0
Maldives,2020-09-28,Beta,0
Maldives,2020-09-28,Delta,0
Maldives,2020-09-28,Epsilon,0
Maldives,2020-09-28,Eta,0
Maldives,2020-09-28,Gamma,0
Maldives,2020-09-28,Iota,0
Maldives,2020-09-28,Kappa,0
Maldives,2020-09-28,Lambda,0
Maldives,2020-09-28,Mu,0
Maldives,2020-09-28,Omicron,0
Maldives,2020-09-28,S:677H.Robin1,0
Maldives,2020-09-28,S:677P.Pelican,0
Maldives,2020-09-28,others,1
Maldives,2020-09-28,non_who,1
Maldives,2020-11-09,Alpha,0
Maldives,2020-11-09,B.1.1.277,0
Maldives,2020-11-09,B.1.1.302,0
Maldives,2020-11-09,B.1.1.519,0
Maldives,2020-11-09,B.1.160,0
Maldives,2020-11-09,B.1.177,0
Maldives,2020-11-09,B.1.221,0
Maldives,2020-11-09,B.1.258,0
Maldives,2020-11-09,B.1.367,0
Maldives,2020-11-09,B.1.620,0
Maldives,2020-11-09,Beta,0
Maldives,2020-11-09,Delta,0
Maldives,2020-11-09,Epsilon,0
Maldives,2020-11-09,Eta,0
Maldives,2020-11-09,Gamma,0
Maldives,2020-11-09,Iota,0
Maldives,2020-11-09,Kappa,0
Maldives,2020-11-09,Lambda,0
Maldives,2020-11-09,Mu,0
Maldives,2020-11-09,Omicron,0
Maldives,2020-11-09,S:677H.Robin1,0
Maldives,2020-11-09,S:677P.Pelican,0
Maldives,2020-11-09,others,1
Maldives,2020-11-09,non_who,1
Maldives,2020-11-23,Alpha,0
Maldives,2020-11-23,B.1.1.277,0
Maldives,2020-11-23,B.1.1.302,0
Maldives,2020-11-23,B.1.1.519,0
Maldives,2020-11-23,B.1.160,0
Maldives,2020-11-23,B.1.177,0
Maldives,2020-11-23,B.1.221,0
Maldives,2020-11-23,B.1.258,0
Maldives,2020-11-23,B.1.367,0
Maldives,2020-11-23,B.1.620,0
Maldives,2020-11-23,Beta,0
Maldives,2020-11-23,Delta,0
Maldives,2020-11-23,Epsilon,0
Maldives,2020-11-23,Eta,0
Maldives,2020-11-23,Gamma,0
Maldives,2020-11-23,Iota,0
Maldives,2020-11-23,Kappa,0
Maldives,2020-11-23,Lambda,0
Maldives,2020-11-23,Mu,0
Maldives,2020-11-23,Omicron,0
Maldives,2020-11-23,S:677H.Robin1,0
Maldives,2020-11-23,S:677P.Pelican,0
Maldives,2020-11-23,others,1
Maldives,2020-11-23,non_who,1
Maldives,2021-01-04,Alpha,3
Maldives,2021-01-04,B.1.1.277,0
Maldives,2021-01-04,B.1.1.302,0
Maldives,2021-01-04,B.1.1.519,0
Maldives,2021-01-04,B.1.160,0
Maldives,2021-01-04,B.1.177,0
Maldives,2021-01-04,B.1.221,0
Maldives,2021-01-04,B.1.258,0
Maldives,2021-01-04,B.1.367,0
Maldives,2021-01-04,B.1.620,0
Maldives,2021-01-04,Beta,0
Maldives,2021-01-04,Delta,0
Maldives,2021-01-04,Epsilon,0
Maldives,2021-01-04,Eta,0
Maldives,2021-01-04,Gamma,0
Maldives,2021-01-04,Iota,0
Maldives,2021-01-04,Kappa,0
Maldives,2021-01-04,Lambda,0
Maldives,2021-01-04,Mu,0
Maldives,2021-01-04,Omicron,0
Maldives,2021-01-04,S:677H.Robin1,0
Maldives,2021-01-04,S:677P.Pelican,0
Maldives,2021-01-04,others,1
Maldives,2021-01-04,non_who,1
Maldives,2021-01-11,Alpha,0
Maldives,2021-01-11,B.1.1.277,0
Maldives,2021-01-11,B.1.1.302,0
Maldives,2021-01-11,B.1.1.519,0
Maldives,2021-01-11,B.1.160,0
Maldives,2021-01-11,B.1.177,0
Maldives,2021-01-11,B.1.221,0
Maldives,2021-01-11,B.1.258,0
Maldives,2021-01-11,B.1.367,0
Maldives,2021-01-11,B.1.620,0
Maldives,2021-01-11,Beta,0
Maldives,2021-01-11,Delta,0
Maldives,2021-01-11,Epsilon,0
Maldives,2021-01-11,Eta,0
Maldives,2021-01-11,Gamma,0
Maldives,2021-01-11,Iota,0
Maldives,2021-01-11,Kappa,0
Maldives,2021-01-11,Lambda,0
Maldives,2021-01-11,Mu,0
Maldives,2021-01-11,Omicron,0
Maldives,2021-01-11,S:677H.Robin1,0
Maldives,2021-01-11,S:677P.Pelican,0
Maldives,2021-01-11,others,2
Maldives,2021-01-11,non_who,2
Maldives,2021-01-25,Alpha,0
Maldives,2021-01-25,B.1.1.277,0
Maldives,2021-01-25,B.1.1.302,0
Maldives,2021-01-25,B.1.1.519,0
Maldives,2021-01-25,B.1.160,0
Maldives,2021-01-25,B.1.177,0
Maldives,2021-01-25,B.1.221,0
Maldives,2021-01-25,B.1.258,0
Maldives,2021-01-25,B.1.367,0
Maldives,2021-01-25,B.1.620,0
Maldives,2021-01-25,Beta,0
Maldives,2021-01-25,Delta,0
Maldives,2021-01-25,Epsilon,0
Maldives,2021-01-25,Eta,0
Maldives,2021-01-25,Gamma,0
Maldives,2021-01-25,Iota,0
Maldives,2021-01-25,Kappa,0
Maldives,2021-01-25,Lambda,0
Maldives,2021-01-25,Mu,0
Maldives,2021-01-25,Omicron,0
Maldives,2021-01-25,S:677H.Robin1,0
Maldives,2021-01-25,S:677P.Pelican,0
Maldives,2021-01-25,others,1
Maldives,2021-01-25,non_who,1
Maldives,2021-02-08,Alpha,3
Maldives,2021-02-08,B.1.1.277,0
Maldives,2021-02-08,B.1.1.302,0
Maldives,2021-02-08,B.1.1.519,0
Maldives,2021-02-08,B.1.160,0
Maldives,2021-02-08,B.1.177,0
Maldives,2021-02-08,B.1.221,0
Maldives,2021-02-08,B.1.258,0
Maldives,2021-02-08,B.1.367,0
Maldives,2021-02-08,B.1.620,0
Maldives,2021-02-08,Beta,0
Maldives,2021-02-08,Delta,0
Maldives,2021-02-08,Epsilon,0
Maldives,2021-02-08,Eta,0
Maldives,2021-02-08,Gamma,0
Maldives,2021-02-08,Iota,0
Maldives,2021-02-08,Kappa,0
Maldives,2021-02-08,Lambda,0
Maldives,2021-02-08,Mu,0
Maldives,2021-02-08,Omicron,0
Maldives,2021-02-08,S:677H.Robin1,0
Maldives,2021-02-08,S:677P.Pelican,0
Maldives,2021-02-08,others,2
Maldives,2021-02-08,non_who,2
Maldives,2021-02-22,Alpha,1
Maldives,2021-02-22,B.1.1.277,0
Maldives,2021-02-22,B.1.1.302,0
Maldives,2021-02-22,B.1.1.519,0
Maldives,2021-02-22,B.1.160,0
Maldives,2021-02-22,B.1.177,0
Maldives,2021-02-22,B.1.221,0
Maldives,2021-02-22,B.1.258,0
Maldives,2021-02-22,B.1.367,0
Maldives,2021-02-22,B.1.620,0
Maldives,2021-02-22,Beta,0
Maldives,2021-02-22,Delta,0
Maldives,2021-02-22,Epsilon,0
Maldives,2021-02-22,Eta,0
Maldives,2021-02-22,Gamma,0
Maldives,2021-02-22,Iota,0
Maldives,2021-02-22,Kappa,0
Maldives,2021-02-22,Lambda,0
Maldives,2021-02-22,Mu,0
Maldives,2021-02-22,Omicron,0
Maldives,2021-02-22,S:677H.Robin1,0
Maldives,2021-02-22,S:677P.Pelican,0
Maldives,2021-02-22,others,0
Maldives,2021-02-22,non_who,0
Maldives,2021-03-08,Alpha,4
Maldives,2021-03-08,B.1.1.277,0
Maldives,2021-03-08,B.1.1.302,0
Maldives,2021-03-08,B.1.1.519,0
Maldives,2021-03-08,B.1.160,0
Maldives,2021-03-08,B.1.177,0
Maldives,2021-03-08,B.1.221,0
Maldives,2021-03-08,B.1.258,0
Maldives,2021-03-08,B.1.367,0
Maldives,2021-03-08,B.1.620,0
Maldives,2021-03-08,Beta,0
Maldives,2021-03-08,Delta,0
Maldives,2021-03-08,Epsilon,0
Maldives,2021-03-08,Eta,0
Maldives,2021-03-08,Gamma,0
Maldives,2021-03-08,Iota,0
Maldives,2021-03-08,Kappa,0
Maldives,2021-03-08,Lambda,0
Maldives,2021-03-08,Mu,0
Maldives,2021-03-08,Omicron,0
Maldives,2021-03-08,S:677H.Robin1,0
Maldives,2021-03-08,S:677P.Pelican,0
Maldives,2021-03-08,others,1
Maldives,2021-03-08,non_who,1
Maldives,2021-03-22,Alpha,2
Maldives,2021-03-22,B.1.1.277,0
Maldives,2021-03-22,B.1.1.302,0
Maldives,2021-03-22,B.1.1.519,0
Maldives,2021-03-22,B.1.160,0
Maldives,2021-03-22,B.1.177,0
Maldives,2021-03-22,B.1.221,0
Maldives,2021-03-22,B.1.258,0
Maldives,2021-03-22,B.1.367,0
Maldives,2021-03-22,B.1.620,0
Maldives,2021-03-22,Beta,0
Maldives,2021-03-22,Delta,0
Maldives,2021-03-22,Epsilon,0
Maldives,2021-03-22,Eta,0
Maldives,2021-03-22,Gamma,0
Maldives,2021-03-22,Iota,0
Maldives,2021-03-22,Kappa,0
Maldives,2021-03-22,Lambda,0
Maldives,2021-03-22,Mu,0
Maldives,2021-03-22,Omicron,0
Maldives,2021-03-22,S:677H.Robin1,0
Maldives,2021-03-22,S:677P.Pelican,0
Maldives,2021-03-22,others,0
Maldives,2021-03-22,non_who,0
Maldives,2021-04-05,Alpha,3
Maldives,2021-04-05,B.1.1.277,0
Maldives,2021-04-05,B.1.1.302,0
Maldives,2021-04-05,B.1.1.519,0
Maldives,2021-04-05,B.1.160,0
Maldives,2021-04-05,B.1.177,0
Maldives,2021-04-05,B.1.221,0
Maldives,2021-04-05,B.1.258,0
Maldives,2021-04-05,B.1.367,0
Maldives,2021-04-05,B.1.620,0
Maldives,2021-04-05,Beta,0
Maldives,2021-04-05,Delta,0
Maldives,2021-04-05,Epsilon,0
Maldives,2021-04-05,Eta,0
Maldives,2021-04-05,Gamma,0
Maldives,2021-04-05,Iota,0
Maldives,2021-04-05,Kappa,0
Maldives,2021-04-05,Lambda,0
Maldives,2021-04-05,Mu,0
Maldives,2021-04-05,Omicron,0
Maldives,2021-04-05,S:677H.Robin1,0
Maldives,2021-04-05,S:677P.Pelican,0
Maldives,2021-04-05,others,0
Maldives,2021-04-05,non_who,0
Maldives,2021-05-03,Alpha,1
Maldives,2021-05-03,B.1.1.277,0
Maldives,2021-05-03,B.1.1.302,0
Maldives,2021-05-03,B.1.1.519,0
Maldives,2021-05-03,B.1.160,0
Maldives,2021-05-03,B.1.177,0
Maldives,2021-05-03,B.1.221,0
Maldives,2021-05-03,B.1.258,0
Maldives,2021-05-03,B.1.367,0
Maldives,2021-05-03,B.1.620,0
Maldives,2021-05-03,Beta,0
Maldives,2021-05-03,Delta,4
Maldives,2021-05-03,Epsilon,0
Maldives,2021-05-03,Eta,0
Maldives,2021-05-03,Gamma,0
Maldives,2021-05-03,Iota,0
Maldives,2021-05-03,Kappa,0
Maldives,2021-05-03,Lambda,0
Maldives,2021-05-03,Mu,0
Maldives,2021-05-03,Omicron,0
Maldives,2021-05-03,S:677H.Robin1,0
Maldives,2021-05-03,S:677P.Pelican,0
Maldives,2021-05-03,others,0
Maldives,2021-05-03,non_who,0
Maldives,2021-05-17,Alpha,0
Maldives,2021-05-17,B.1.1.277,0
Maldives,2021-05-17,B.1.1.302,0
Maldives,2021-05-17,B.1.1.519,0
Maldives,2021-05-17,B.1.160,0
Maldives,2021-05-17,B.1.177,0
Maldives,2021-05-17,B.1.221,0
Maldives,2021-05-17,B.1.258,0
Maldives,2021-05-17,B.1.367,0
Maldives,2021-05-17,B.1.620,0
Maldives,2021-05-17,Beta,0
Maldives,2021-05-17,Delta,4
Maldives,2021-05-17,Epsilon,0
Maldives,2021-05-17,Eta,0
Maldives,2021-05-17,Gamma,0
Maldives,2021-05-17,Iota,0
Maldives,2021-05-17,Kappa,0
Maldives,2021-05-17,Lambda,0
Maldives,2021-05-17,Mu,0
Maldives,2021-05-17,Omicron,0
Maldives,2021-05-17,S:677H.Robin1,0
Maldives,2021-05-17,S:677P.Pelican,0
Maldives,2021-05-17,others,0
Maldives,2021-05-17,non_who,0
Maldives,2021-05-31,Alpha,0
Maldives,2021-05-31,B.1.1.277,0
Maldives,2021-05-31,B.1.1.302,0
Maldives,2021-05-31,B.1.1.519,0
Maldives,2021-05-31,B.1.160,0
Maldives,2021-05-31,B.1.177,0
Maldives,2021-05-31,B.1.221,0
Maldives,2021-05-31,B.1.258,0
Maldives,2021-05-31,B.1.367,0
Maldives,2021-05-31,B.1.620,0
Maldives,2021-05-31,Beta,0
Maldives,2021-05-31,Delta,5
Maldives,2021-05-31,Epsilon,0
Maldives,2021-05-31,Eta,0
Maldives,2021-05-31,Gamma,0
Maldives,2021-05-31,Iota,0
Maldives,2021-05-31,Kappa,0
Maldives,2021-05-31,Lambda,0
Maldives,2021-05-31,Mu,0
Maldives,2021-05-31,Omicron,0
Maldives,2021-05-31,S:677H.Robin1,0
Maldives,2021-05-31,S:677P.Pelican,0
Maldives,2021-05-31,others,0
Maldives,2021-05-31,non_who,0
Maldives,2021-06-14,Alpha,0
Maldives,2021-06-14,B.1.1.277,0
Maldives,2021-06-14,B.1.1.302,0
Maldives,2021-06-14,B.1.1.519,0
Maldives,2021-06-14,B.1.160,0
Maldives,2021-06-14,B.1.177,0
Maldives,2021-06-14,B.1.221,0
Maldives,2021-06-14,B.1.258,0
Maldives,2021-06-14,B.1.367,0
Maldives,2021-06-14,B.1.620,0
Maldives,2021-06-14,Beta,0
Maldives,2021-06-14,Delta,1
